Álgebra Linear II,4,5.13
Banco de Dados I,4,8.33
Teoria dos Grafos,2,8.30
Projeto e Análise de Algoritmos,3,10.00
Homem Sociedade e Meio-Ambiente ou Tecnologia,2,9.00
Interação Homem Computador,2,8.25
Eletrônica I,3,9.90
Sistemas de Controle I,4,7.90
Empreendedorismo para Computação,4,9.00
Fundamentos de Mecânica dos Sólidos e dos Fluídos,4,10.00
Metodologia Científica para Computação,2,8.50
Sistemas Digitais para Computação I,4,9.40
