Arquitetura e Organização de Computadores,4,8.38
Física I,4,9.50
Circuitos Elétricos I,4,3.85
Prática Profissional e Ética,2,8.00
Fundamentos de Engenharia de Computação I,4,8.40
Introdução a Modelos Probabilísticos,4,8.20
Cálculo III,5,8.00
