Cálculo II,5,3.50
Linguagem de Programação II,4,8.25
Introdução à Administração,3,9.00
Desenho Básico,3,9.46
Introdução à Economia,3,9.00
Probabilidade e Estatística,4,7.00
Álgebra Linear II,4,2.50
