Física II,4,6.88
Algoritmos e Estrutura de Dados I,5,8.30
Projeto de Programas,5,9.50
Modelagem e Projeto de Sistemas,5,9.00
Algoritmos e Estrutura de Dados II,5,9.63
Arquitetura de Computadores,4,8.80
Sinais e Sistemas,4,8.50
Eletrônica Digital I,4,4.75
